"year","color_name","n_pieces"
1950,Sand Green,0
1959,Sand Green,0
1965,Sand Green,0
1975,Sand Green,0
1990,Sand Green,0
1991,Sand Green,0
1999,Sand Green,0
2000,Sand Green,2867
2007,Sand Green,4353
2008,Sand Green,4873
2011,Sand Green,5425
2013,Sand Green,6065
2020,Sand Green,12962
2022,Sand Green,17088
2024,Sand Green,20344
1950,Sky Blue,0
1959,Sky Blue,0
1965,Sky Blue,0
1975,Sky Blue,0
1990,Sky Blue,0
1991,Sky Blue,0
1999,Sky Blue,0
2000,Sky Blue,0
2007,Sky Blue,127
2008,Sky Blue,127
2011,Sky Blue,127
2013,Sky Blue,127
2020,Sky Blue,127
2022,Sky Blue,127
2024,Sky Blue,127
1953,Chrome Blue,0
1967,Chrome Blue,0
1974,Chrome Blue,0
1983,Chrome Blue,0
1987,Chrome Blue,0
2012,Chrome Blue,4
2016,Chrome Blue,4
2018,Chrome Blue,4
2021,Chrome Blue,4
1953,Chrome Green,0
1967,Chrome Green,0
1974,Chrome Green,0
1983,Chrome Green,0
1987,Chrome Green,0
2012,Chrome Green,2
2016,Chrome Green,2
2018,Chrome Green,2
2021,Chrome Green,2
1953,Chrome Silver,0
1967,Chrome Silver,0
1974,Chrome Silver,0
1983,Chrome Silver,2
1987,Chrome Silver,2
2012,Chrome Silver,1304
2016,Chrome Silver,1382
2018,Chrome Silver,1410
2021,Chrome Silver,1410
1953,Orange,0
1967,Orange,0
1974,Orange,0
1983,Orange,0
1987,Orange,0
2012,Orange,2508
2016,Orange,4404
2018,Orange,5396
2021,Orange,10785
1953,Duplo Green,0
1967,Duplo Green,0
1974,Duplo Green,0
1983,Duplo Green,0
1987,Duplo Green,0
2012,Duplo Green,1
2016,Duplo Green,1
2018,Duplo Green,1
2021,Duplo Green,1
1953,Fabuland Lime,0
1967,Fabuland Lime,0
1974,Fabuland Lime,0
1983,Fabuland Lime,2
1987,Fabuland Lime,16
2012,Fabuland Lime,16
2016,Fabuland Lime,16
2018,Fabuland Lime,16
2021,Fabuland Lime,16
1953,HO Gray,0
1967,HO Gray,11
1974,HO Gray,11
1983,HO Gray,11
1987,HO Gray,11
2012,HO Gray,11
2016,HO Gray,11
2018,HO Gray,11
2021,HO Gray,11
1953,HO Red,0
1967,HO Red,2
1974,HO Red,2
1983,HO Red,2
1987,HO Red,2
2012,HO Red,2
2016,HO Red,2
2018,HO Red,2
2021,HO Red,2
1953,Aqua,0
1967,Aqua,0
1974,Aqua,0
1983,Aqua,0
1987,Aqua,0
2012,Aqua,84
2016,Aqua,452
2018,Aqua,1020
2021,Aqua,4215
1953,Magenta,0
1967,Magenta,0
1974,Magenta,0
1983,Magenta,0
1987,Magenta,0
2012,Magenta,658
2016,Magenta,2901
2018,Magenta,4443
2021,Magenta,7942
1953,Modulex Foil Gray,0
1967,Modulex Foil Gray,0
1974,Modulex Foil Gray,0
1983,Modulex Foil Gray,0
1987,Modulex Foil Gray,0
2012,Modulex Foil Gray,0
2016,Modulex Foil Gray,0
2018,Modulex Foil Gray,0
2021,Modulex Foil Gray,0
1953,Modulex Blue,0
1967,Modulex Blue,8
1974,Modulex Blue,8
1983,Modulex Blue,8
1987,Modulex Blue,8
2012,Modulex Blue,8
2016,Modulex Blue,8
2018,Modulex Blue,8
2021,Modulex Blue,8
1953,Reddish Orange,0
1967,Reddish Orange,0
1974,Reddish Orange,0
1983,Reddish Orange,0
1987,Reddish Orange,0
2012,Reddish Orange,0
2016,Reddish Orange,0
2018,Reddish Orange,0
2021,Reddish Orange,0
1953,Sand Red,0
1967,Sand Red,0
1974,Sand Red,0
1983,Sand Red,0
1987,Sand Red,0
2012,Sand Red,569
2016,Sand Red,569
2018,Sand Red,569
2021,Sand Red,569
1953,[Unknown],0
1967,[Unknown],0
1974,[Unknown],0
1983,[Unknown],0
1987,[Unknown],0
2012,[Unknown],5
2016,[Unknown],5
2018,[Unknown],5
2021,[Unknown],5
1949,Bright Pink,0
1958,Bright Pink,0
1966,Bright Pink,0
1973,Bright Pink,0
1997,Bright Pink,0
2005,Bright Pink,169
2019,Bright Pink,6017
1949,Turquoise,0
1958,Turquoise,0
1966,Turquoise,0
1973,Turquoise,0
1997,Turquoise,0
2005,Turquoise,1747
2019,Turquoise,3092
1949,HO Gold,0
1958,HO Gold,2
1966,HO Gold,2
1973,HO Gold,2
1997,HO Gold,2
2005,HO Gold,2
2019,HO Gold,2
1949,Maersk Blue,0
1958,Maersk Blue,0
1966,Maersk Blue,0
1973,Maersk Blue,0
1997,Maersk Blue,297
2005,Maersk Blue,463
2019,Maersk Blue,467
1949,Bluish Violet,0
1958,Bluish Violet,0
1966,Bluish Violet,0
1973,Bluish Violet,0
1997,Bluish Violet,0
2005,Bluish Violet,63
2019,Bluish Violet,63
1949,Modulex Terracotta,0
1958,Modulex Terracotta,0
1966,Modulex Terracotta,1621
1973,Modulex Terracotta,1621
1997,Modulex Terracotta,1621
2005,Modulex Terracotta,1621
2019,Modulex Terracotta,1621
1949,Red,139
1958,Red,1378
1966,Red,6415
1973,Red,17529
1997,Red,73807
2005,Red,114567
2019,Red,231932
1949,Reddish Brown,0
1958,Reddish Brown,0
1966,Reddish Brown,0
1973,Reddish Brown,0
1997,Reddish Brown,0
2005,Reddish Brown,5232
2019,Reddish Brown,82286
1949,Tan,0
1958,Tan,0
1966,Tan,0
1973,Tan,0
1997,Tan,88
2005,Tan,11447
2019,Tan,94116
1949,Yellowish Green,0
1958,Yellowish Green,0
1966,Yellowish Green,0
1973,Yellowish Green,0
1997,Yellowish Green,0
2005,Yellowish Green,0
2019,Yellowish Green,947
1961,Bright Orange,0
1962,Bright Orange,0
1963,Bright Orange,0
1978,Bright Orange,0
1995,Bright Orange,0
1996,Bright Orange,0
2002,Bright Orange,0
2017,Bright Orange,6647
1961,Brown,0
1962,Brown,0
1963,Brown,0
1978,Brown,67
1995,Brown,2185
1996,Brown,3246
2002,Brown,7584
2017,Brown,9607
1961,Blue-Violet,0
1962,Blue-Violet,0
1963,Blue-Violet,0
1978,Blue-Violet,0
1995,Blue-Violet,0
1996,Blue-Violet,0
2002,Blue-Violet,0
2017,Blue-Violet,10
1961,Bluish Gray,0
1962,Bluish Gray,0
1963,Bluish Gray,0
1978,Bluish Gray,0
1995,Bluish Gray,0
1996,Bluish Gray,0
2002,Bluish Gray,0
2017,Bluish Gray,189212
1961,Fabuland Orange,0
1962,Fabuland Orange,0
1963,Fabuland Orange,0
1978,Fabuland Orange,0
1995,Fabuland Orange,5
1996,Fabuland Orange,5
2002,Fabuland Orange,5
2017,Fabuland Orange,5
1961,HO Blue-gray,2
1962,HO Blue-gray,2
1963,HO Blue-gray,2
1978,HO Blue-gray,3
1995,HO Blue-gray,3
1996,HO Blue-gray,3
2002,HO Blue-gray,3
2017,HO Blue-gray,3
1961,HO Cyan,1
1962,HO Cyan,1
1963,HO Cyan,1
1978,HO Cyan,1
1995,HO Cyan,1
1996,HO Cyan,1
2002,HO Cyan,1
2017,HO Cyan,1
1961,HO Gold,1
1962,HO Gold,1
1963,HO Gold,1
1978,HO Gold,1
1995,HO Gold,1
1996,HO Gold,1
2002,HO Gold,1
2017,HO Gold,1
1961,Green,0
1962,Green,0
1963,Green,0
1978,Green,0
1995,Green,135
1996,Green,176
2002,Green,361
2017,Green,567
1961,Modulex Yellow,0
1962,Modulex Yellow,0
1963,Modulex Yellow,8
1978,Modulex Yellow,8
1995,Modulex Yellow,8
1996,Modulex Yellow,8
2002,Modulex Yellow,8
2017,Modulex Yellow,8
1961,Pearl Sand Blue,0
1962,Pearl Sand Blue,0
1963,Pearl Sand Blue,0
1978,Pearl Sand Blue,0
1995,Pearl Sand Blue,0
1996,Pearl Sand Blue,0
2002,Pearl Sand Blue,89
2017,Pearl Sand Blue,150
1961,Speckle DBGray-Silver,0
1962,Speckle DBGray-Silver,0
1963,Speckle DBGray-Silver,0
1978,Speckle DBGray-Silver,0
1995,Speckle DBGray-Silver,0
1996,Speckle DBGray-Silver,0
2002,Speckle DBGray-Silver,0
2017,Speckle DBGray-Silver,8
1961,Violet,0
1962,Violet,0
1963,Violet,0
1978,Violet,0
1995,Violet,0
1996,Violet,0
2002,Violet,77
2017,Violet,147
1957,Bright Reddish Orange,0
1968,Bright Reddish Orange,0
1972,Bright Reddish Orange,0
1977,Bright Reddish Orange,0
1989,Bright Reddish Orange,0
1993,Bright Reddish Orange,0
2009,Bright Reddish Orange,16
2014,Bright Reddish Orange,16
1957,Fabuland Brown,0
1968,Fabuland Brown,0
1972,Fabuland Brown,0
1977,Fabuland Brown,0
1989,Fabuland Brown,51
1993,Fabuland Brown,55
2009,Fabuland Brown,55
2014,Fabuland Brown,55
1957,Fabuland Red,0
1968,Fabuland Red,0
1972,Fabuland Red,0
1977,Fabuland Red,0
1989,Fabuland Red,17
1993,Fabuland Red,21
2009,Fabuland Red,23
2014,Fabuland Red,23
1957,HO Metallic Sand Blue,0
1968,HO Metallic Sand Blue,1
1972,HO Metallic Sand Blue,1
1977,HO Metallic Sand Blue,1
1989,HO Metallic Sand Blue,1
1993,HO Metallic Sand Blue,1
2009,HO Metallic Sand Blue,1
2014,HO Metallic Sand Blue,1
1957,Metallic Gold,0
1968,Metallic Gold,0
1972,Metallic Gold,0
1977,Metallic Gold,0
1989,Metallic Gold,0
1993,Metallic Gold,0
2009,Metallic Gold,176
2014,Metallic Gold,294
1957,Modulex Tile Brown,0
1968,Modulex Tile Brown,161
1972,Modulex Tile Brown,161
1977,Modulex Tile Brown,161
1989,Modulex Tile Brown,161
1993,Modulex Tile Brown,161
2009,Modulex Tile Brown,161
2014,Modulex Tile Brown,161
1957,Pearl Brown,0
1968,Pearl Brown,0
1972,Pearl Brown,0
1977,Pearl Brown,0
1989,Pearl Brown,0
1993,Pearl Brown,0
2009,Pearl Brown,33
2014,Pearl Brown,33
1957,Pearl Gold,0
1968,Pearl Gold,0
1972,Pearl Gold,0
1977,Pearl Gold,0
1989,Pearl Gold,0
1993,Pearl Gold,0
2009,Pearl Gold,1054
2014,Pearl Gold,7050
1957,Purple,0
1968,Purple,0
1972,Purple,0
1977,Purple,0
1989,Purple,0
1993,Purple,0
2009,Purple,1000
2014,Purple,1000
1957,Speckle Black-Gold,0
1968,Speckle Black-Gold,0
1972,Speckle Black-Gold,0
1977,Speckle Black-Gold,0
1989,Speckle Black-Gold,0
1993,Speckle Black-Gold,0
2009,Speckle Black-Gold,0
2014,Speckle Black-Gold,4
1957,Very Gray,0
1968,Very Gray,0
1972,Very Gray,0
1977,Very Gray,0
1989,Very Gray,0
1993,Very Gray,0
2009,Very Gray,56
2014,Very Gray,56
1957,Very Orange,0
1968,Very Orange,0
1972,Very Orange,0
1977,Very Orange,0
1989,Very Orange,0
1993,Very Orange,0
2009,Very Orange,16
2014,Very Orange,16
1957,Vintage Red,31
1968,Vintage Red,31
1972,Vintage Red,31
1977,Vintage Red,31
1989,Vintage Red,31
1993,Vintage Red,31
2009,Vintage Red,31
2014,Vintage Red,31
1949,Blue,96
1958,Blue,737
1966,Blue,3404
1973,Blue,8338
1997,Blue,42092
2005,Blue,72707
2019,Blue,158404
1949,Coral,0
1958,Coral,0
1966,Coral,0
1973,Coral,0
1997,Coral,0
2005,Coral,0
2019,Coral,390
1949,Brown,0
1958,Brown,0
1966,Brown,0
1973,Brown,0
1997,Brown,0
2005,Brown,0
2019,Brown,9023
1949,Red,0
1958,Red,0
1966,Red,0
1973,Red,0
1997,Red,0
2005,Red,2972
2019,Red,25208
1949,HO Aqua,0
1958,HO Aqua,1
1966,HO Aqua,1
1973,HO Aqua,1
1997,HO Aqua,1
2005,HO Aqua,1
2019,HO Aqua,1
1949,HO Sand Green,0
1958,HO Sand Green,1
1966,HO Sand Green,1
1973,HO Sand Green,1
1997,HO Sand Green,1
2005,HO Sand Green,1
2019,HO Sand Green,1
1949,Modulex Foil Yellow,0
1958,Modulex Foil Yellow,0
1966,Modulex Foil Yellow,0
1973,Modulex Foil Yellow,0
1997,Modulex Foil Yellow,0
2005,Modulex Foil Yellow,0
2019,Modulex Foil Yellow,0
1949,Modulex Bluish Gray,0
1958,Modulex Bluish Gray,0
1966,Modulex Bluish Gray,10
1973,Modulex Bluish Gray,10
1997,Modulex Bluish Gray,10
2005,Modulex Bluish Gray,10
2019,Modulex Bluish Gray,10
1949,Pearl Black,0
1958,Pearl Black,0
1966,Pearl Black,0
1954,Aqua,0
1969,Aqua,0
1971,Aqua,0
1976,Aqua,0
1979,Aqua,0
1981,Aqua,0
1985,Aqua,0
1992,Aqua,0
2004,Aqua,218
2010,Aqua,329
1954,Azure,0
1969,Azure,0
1971,Azure,0
1976,Azure,0
1979,Azure,0
1981,Azure,0
1985,Azure,0
1992,Azure,0
2004,Azure,0
2010,Azure,0
1954,Pink,0
1969,Pink,0
1971,Pink,0
1976,Pink,0
1979,Pink,0
1981,Pink,0
1985,Pink,0
1992,Pink,0
2004,Pink,193
2010,Pink,1021
1954,Flat Gold,0
1969,Flat Gold,0
1971,Flat Gold,0
1976,Flat Gold,0
1979,Flat Gold,0
1981,Flat Gold,0
1985,Flat Gold,0
1992,Flat Gold,0
2004,Flat Gold,104
2010,Flat Gold,151
1954,HO Azure,0
1969,HO Azure,1
1971,HO Azure,1
1976,HO Azure,1
1979,HO Azure,1
1981,HO Azure,1
1985,HO Azure,1
1992,HO Azure,1
2004,HO Azure,1
2010,HO Azure,1
1954,HO Green,0
1969,HO Green,3
1971,HO Green,3
1976,HO Green,3
1979,HO Green,3
1981,HO Green,3
1985,HO Green,3
1992,HO Green,3
2004,HO Green,3
2010,HO Green,3
1954,HO Sand Blue,0
1969,HO Sand Blue,3
1971,HO Sand Blue,3
1976,HO Sand Blue,3
1979,HO Sand Blue,3
1981,HO Sand Blue,3
1985,HO Sand Blue,3
1992,HO Sand Blue,3
2004,HO Sand Blue,3
2010,HO Sand Blue,3
1954,HO Tan,0
1969,HO Tan,3
1971,HO Tan,3
1976,HO Tan,3
1979,HO Tan,3
1981,HO Tan,3
1985,HO Tan,3
1992,HO Tan,3
2004,HO Tan,3
2010,HO Tan,3
1954,Yellow,0
1969,Yellow,0
1971,Yellow,0
1976,Yellow,0
1979,Yellow,0
1981,Yellow,0
1985,Yellow,0
1992,Yellow,0
2004,Yellow,344
2010,Yellow,348
1954,Modulex Foil Blue,0
1969,Modulex Foil Blue,0
1971,Modulex Foil Blue,0
1976,Modulex Foil Blue,0
1979,Modulex Foil Blue,0
1981,Modulex Foil Blue,0
1985,Modulex Foil Blue,0
1992,Modulex Foil Blue,0
2004,Modulex Foil Blue,0
2010,Modulex Foil Blue,0
1954,Modulex Red,0
1969,Modulex Red,25
1971,Modulex Red,25
1976,Modulex Red,25
1979,Modulex Red,25
1981,Modulex Red,25
1985,Modulex Red,25
1992,Modulex Red,25
2004,Modulex Red,25
2010,Modulex Red,25
1954,Pearl Lime,0
1969,Pearl Lime,0
1971,Pearl Lime,0
1976,Pearl Lime,0
1979,Pearl Lime,0
1981,Pearl Lime,0
1985,Pearl Lime,0
1992,Pearl Lime,0
2004,Pearl Lime,41
2010,Pearl Lime,41
1954,Pearl White,0
1969,Pearl White,0
1971,Pearl White,0
1976,Pearl White,0
1979,Pearl White,0
1981,Pearl White,0
1985,Pearl White,0
1992,Pearl White,0
2004,Pearl White,13
2010,Pearl White,34
1954,Salmon,0
1969,Salmon,0
1971,Salmon,0
1976,Salmon,0
1979,Salmon,0
1981,Salmon,0
1985,Salmon,0
1992,Salmon,0
2004,Salmon,186
2010,Salmon,186
1954,Two-tone Silver,0
1969,Two-tone Silver,0
1971,Two-tone Silver,0
1976,Two-tone Silver,0
1979,Two-tone Silver,0
1981,Two-tone Silver,0
1985,Two-tone Silver,0
1992,Two-tone Silver,0
2004,Two-tone Silver,6
2010,Two-tone Silver,6
1954,Yellow,150
1969,Yellow,3593
1971,Yellow,4345
1976,Yellow,8987
1979,Yellow,14715
1981,Yellow,17750
1985,Yellow,22478
1992,Yellow,36370
2004,Yellow,77412
2010,Yellow,108756
1960,Bright Green,3
1964,Bright Green,3
1970,Bright Green,3
1982,Bright Green,3
1984,Bright Green,3
1988,Bright Green,3
2001,Bright Green,378
2006,Bright Green,1725
2015,Bright Green,5484
2023,Bright Green,19108
1960,Chrome Antique Brass,0
1964,Chrome Antique Brass,0
1970,Chrome Antique Brass,0
1982,Chrome Antique Brass,0
1984,Chrome Antique Brass,0
1988,Chrome Antique Brass,0
2001,Chrome Antique Brass,8
2006,Chrome Antique Brass,42
2015,Chrome Antique Brass,42
2023,Chrome Antique Brass,42
1960,Clikits Yellow,0
1964,Clikits Yellow,0
1970,Clikits Yellow,0
1982,Clikits Yellow,0
1984,Clikits Yellow,0
1988,Clikits Yellow,0
2001,Clikits Yellow,0
2006,Clikits Yellow,22
2015,Clikits Yellow,22
2023,Clikits Yellow,22
1960,Green,0
1964,Green,0
1970,Green,0
1982,Green,0
1984,Green,0
1988,Green,0
2001,Green,33
2006,Green,649
2015,Green,6930
2023,Green,17842
1960,Nougat,0
1964,Nougat,0
1970,Nougat,0
1982,Nougat,0
1984,Nougat,0
1988,Nougat,0
2001,Nougat,4
2006,Nougat,10
2015,Nougat,10
2023,Nougat,10
1960,Duplo Pink,0
1964,Duplo Pink,0
1970,Duplo Pink,0
1982,Duplo Pink,0
1984,Duplo Pink,0
1988,Duplo Pink,0
2001,Duplo Pink,47
2006,Duplo Pink,47
2015,Duplo Pink,47
2023,Duplo Pink,47
1960,HO Sand Green,2
1964,HO Sand Green,8
1970,HO Sand Green,11
1982,HO Sand Green,11
1984,HO Sand Green,11
1988,HO Sand Green,11
2001,HO Sand Green,11
2006,HO Sand Green,11
2015,HO Sand Green,11
2023,HO Sand Green,11
1960,Nougat,0
1964,Nougat,0
1970,Nougat,0
1982,Nougat,0
1984,Nougat,0
1988,Nougat,0
2001,Nougat,0
2006,Nougat,0
2015,Nougat,1876
2023,Nougat,25422
1960,Metal,12
1964,Metal,14
1970,Metal,27
1982,Metal,43
1984,Metal,43
1988,Metal,43
2001,Metal,43
2006,Metal,47
2015,Metal,47
2023,Metal,47
1960,Metallic Silver,0
1964,Metallic Silver,0
1970,Metallic Silver,0
1982,Metallic Silver,0
1984,Metallic Silver,0
1988,Metallic Silver,0
2001,Metallic Silver,89
2006,Metallic Silver,404
2015,Metallic Silver,1985
2023,Metallic Silver,3971
1960,Modulex Black,0
1964,Modulex Black,2501
1970,Modulex Black,2501
1982,Modulex Black,2501
1984,Modulex Black,2501
1988,Modulex Black,2501
2001,Modulex Black,2501
2006,Modulex Black,2501
2015,Modulex Black,2501
2023,Modulex Black,2501
1960,Modulex Pastel Green,0
1964,Modulex Pastel Green,34
1970,Modulex Pastel Green,34
1982,Modulex Pastel Green,34
1984,Modulex Pastel Green,34
1988,Modulex Pastel Green,34
2001,Modulex Pastel Green,34
2006,Modulex Pastel Green,34
2015,Modulex Pastel Green,34
2023,Modulex Pastel Green,34
1960,Modulex Pink Red,0
1964,Modulex Pink Red,7
1970,Modulex Pink Red,7
1982,Modulex Pink Red,7
1984,Modulex Pink Red,7
1988,Modulex Pink Red,7
2001,Modulex Pink Red,7
2006,Modulex Pink Red,7
2015,Modulex Pink Red,7
2023,Modulex Pink Red,7
1960,Nougat,0
1964,Nougat,0
1970,Nougat,0
1982,Nougat,4
1984,Nougat,4
1988,Nougat,15
2001,Nougat,226
2006,Nougat,301
2015,Nougat,370
2023,Nougat,1565
1960,Pearl Green,0
1964,Pearl Green,0
1970,Pearl Green,0
1982,Pearl Green,0
1984,Pearl Green,0
1988,Pearl Green,0
2001,Pearl Green,0
2006,Pearl Green,20
2015,Pearl Green,20
2023,Pearl Green,20
1960,Royal Blue,0
1964,Royal Blue,0
1970,Royal Blue,0
1982,Royal Blue,0
1984,Royal Blue,0
1988,Royal Blue,1
2001,Royal Blue,1
2006,Royal Blue,287
2015,Royal Blue,287
2023,Royal Blue,287
1960,Sand Purple,0
1964,Sand Purple,0
1970,Sand Purple,0
1982,Sand Purple,0
1984,Sand Purple,0
1988,Sand Purple,0
2001,Sand Purple,94
2006,Sand Purple,96
2015,Sand Purple,96
2023,Sand Purple,96
1960,Two-tone Gold,0
1964,Two-tone Gold,0
1970,Two-tone Gold,0
1950,Chrome Gold,0
1959,Chrome Gold,0
1965,Chrome Gold,0
1975,Chrome Gold,0
1990,Chrome Gold,160
1991,Chrome Gold,172
1999,Chrome Gold,630
2000,Chrome Gold,646
2007,Chrome Gold,1648
2008,Chrome Gold,1675
2011,Chrome Gold,1788
2013,Chrome Gold,2185
2020,Chrome Gold,2280
2022,Chrome Gold,2340
2024,Chrome Gold,2355
1950,Gray,0
1959,Gray,0
1965,Gray,0
1975,Gray,0
1990,Gray,1140
1991,Gray,1381
1999,Gray,7042
2000,Gray,9874
2007,Gray,24334
2008,Gray,24334
2011,Gray,24334
2013,Gray,24334
2020,Gray,24334
2022,Gray,24334
2024,Gray,24334
1950,Purple,0
1959,Purple,0
1965,Purple,0
1975,Purple,0
1990,Purple,0
1991,Purple,0
1999,Purple,0
2000,Purple,1
2007,Purple,353
2008,Purple,385
2011,Purple,983
2013,Purple,1639
2020,Purple,8713
2022,Purple,12080
2024,Purple,14057
1950,Duplo Purple,0
1959,Duplo Purple,0
1965,Duplo Purple,0
1975,Duplo Purple,0
1990,Duplo Purple,0
1991,Duplo Purple,0
1999,Duplo Purple,0
2000,Duplo Purple,0
2007,Duplo Purple,1
2008,Duplo Purple,1
2011,Duplo Purple,1
2013,Duplo Purple,1
2020,Duplo Purple,1
2022,Duplo Purple,1
2024,Duplo Purple,1
1950,HO Aqua,0
1959,HO Aqua,1
1965,HO Aqua,1
1975,HO Aqua,1
1990,HO Aqua,1
1991,HO Aqua,1
1999,HO Aqua,1
2000,HO Aqua,1
2007,HO Aqua,1
2008,HO Aqua,1
2011,HO Aqua,1
2013,HO Aqua,1
2020,HO Aqua,1
2022,HO Aqua,1
2024,HO Aqua,1
1950,HO Rose,0
1959,HO Rose,1
1965,HO Rose,1
1975,HO Rose,1
1990,HO Rose,1
1991,HO Rose,1
1999,HO Rose,1
2000,HO Rose,1
2007,HO Rose,1
2008,HO Rose,1
2011,HO Rose,1
2013,HO Rose,1
2020,HO Rose,1
2022,HO Rose,1
2024,HO Rose,1
1950,Bluish Gray,0
1959,Bluish Gray,0
1965,Bluish Gray,0
1975,Bluish Gray,0
1990,Bluish Gray,0
1991,Bluish Gray,0
1999,Bluish Gray,0
2000,Bluish Gray,0
2007,Bluish Gray,49602
2008,Bluish Gray,66086
2011,Bluish Gray,113042
2013,Bluish Gray,149827
2020,Bluish Gray,351859
2022,Bluish Gray,423204
2024,Bluish Gray,469844
1950,Green,0
1959,Green,0
1965,Green,0
1975,Green,0
1990,Green,0
1991,Green,0
1999,Green,126
2000,Green,127
2007,Green,167
2008,Green,167
2011,Green,167
2013,Green,167
2020,Green,167
2022,Green,167
2024,Green,167
1950,Lime,0
1959,Lime,0
1965,Lime,0
1975,Lime,0
1990,Lime,0
1991,Lime,0
1999,Lime,7
2000,Lime,7
2007,Lime,36
2008,Lime,36
2011,Lime,36
2013,Lime,36
2020,Lime,36
2022,Lime,36
2024,Lime,36
1950,Orange,0
1959,Orange,0
1965,Orange,0
1975,Orange,0
1990,Orange,0
1991,Orange,0
1999,Orange,29
2000,Orange,46
2007,Orange,66
2008,Orange,66
2011,Orange,66
2013,Orange,66
2020,Orange,66
2022,Orange,66
2024,Orange,66
1950,Purple,0
1959,Purple,0
1965,Purple,0
1975,Purple,0
1990,Purple,0
1991,Purple,0
1999,Purple,0
2000,Purple,0
2007,Purple,94
2008,Purple,94
2011,Purple,94
2013,Purple,94
2020,Purple,94
2022,Purple,94
2024,Purple,94
1950,Salmon,0
1959,Salmon,0
1965,Salmon,0
1975,Salmon,0
1990,Salmon,0
1991,Salmon,0
1999,Salmon,174
2000,Salmon,174
2007,Salmon,176
2008,Salmon,176
2011,Salmon,176
2013,Salmon,176
2020,Salmon,176
2022,Salmon,176
2024,Salmon,176
1950,Metallic Green,0
1959,Metallic Green,0
1965,Metallic Green,0
1975,Metallic Green,0
1990,Metallic Green,0
1991,Metallic Green,0
1999,Metallic Green,0
2000,Metallic Green,0
2007,Metallic Green,23
2008,Metallic Green,23
2011,Metallic Green,23
2013,Metallic Green,23
2020,Metallic Green,23
2022,Metallic Green,23
2024,Metallic Green,23
1950,Modulex Brown,0
1959,Modulex Brown,0
1965,Modulex Brown,2223
1975,Modulex Brown,2223
1990,Modulex Brown,2223
1991,Modulex Brown,2223
1999,Modulex Brown,2223
2000,Modulex Brown,2223
2007,Modulex Brown,2223
2008,Modulex Brown,2223
2011,Modulex Brown,2223
2013,Modulex Brown,2223
2020,Modulex Brown,2223
2022,Modulex Brown,2223
2024,Modulex Brown,2223
1950,Modulex Olive Green,0
1959,Modulex Olive Green,0
1965,Modulex Olive Green,1111
1975,Modulex Olive Green,1111
1990,Modulex Olive Green,1111
1991,Modulex Olive Green,1111
1999,Modulex Olive Green,1111
2000,Modulex Olive Green,1111
2007,Modulex Olive Green,1111
2008,Modulex Olive Green,1111
2011,Modulex Olive Green,1111
2013,Modulex Olive Green,1111
2020,Modulex Olive Green,1111
2022,Modulex Olive Green,1111
2024,Modulex Olive Green,1111
1950,Modulex Pastel Blue,0
1959,Modulex Pastel Blue,0
1965,Modulex Pastel Blue,18
1975,Modulex Pastel Blue,18
1990,Modulex Pastel Blue,18
1991,Modulex Pastel Blue,18
1999,Modulex Pastel Blue,18
2000,Modulex Pastel Blue,18
2007,Modulex Pastel Blue,18
2008,Modulex Pastel Blue,18
2011,Modulex Pastel Blue,18
2013,Modulex Pastel Blue,18
2020,Modulex Pastel Blue,18
2022,Modulex Pastel Blue,18
2024,Modulex Pastel Blue,18
1950,Modulex Tile Blue,0
1959,Modulex Tile Blue,0
1965,Modulex Tile Blue,80
1975,Modulex Tile Blue,80
1990,Modulex Tile Blue,80
1991,Modulex Tile Blue,80
1999,Modulex Tile Blue,80
2000,Modulex Tile Blue,80
2007,Modulex Tile Blue,80
2008,Modulex Tile Blue,80
2011,Modulex Tile Blue,80
2013,Modulex Tile Blue,80
2020,Modulex Tile Blue,80
2022,Modulex Tile Blue,80
2024,Modulex Tile Blue,80
1950,Modulex Violet,0
1959,Modulex Violet,0
1965,Modulex Violet,7
1975,Modulex Violet,7
1990,Modulex Violet,7
1991,Modulex Violet,7
1999,Modulex Violet,7
2000,Modulex Violet,7
2007,Modulex Violet,7
2008,Modulex Violet,7
2011,Modulex Violet,7
2013,Modulex Violet,7
2020,Modulex Violet,7
2022,Modulex Violet,7
2024,Modulex Violet,7
1950,Modulex White,0
1959,Modulex White,0
1965,Modulex White,2995
1975,Modulex White,2995
1990,Modulex White,2995
1991,Modulex White,2995
1999,Modulex White,2995
2000,Modulex White,2995
2007,Modulex White,2995
2008,Modulex White,2995
2011,Modulex White,2995
2013,Modulex White,2995
2020,Modulex White,2995
2022,Modulex White,2995
2024,Modulex White,2995
1950,Vibrant Yellow,0
1959,Vibrant Yellow,0
1965,Vibrant Yellow,0
1975,Vibrant Yellow,0
1990,Vibrant Yellow,0
1991,Vibrant Yellow,0
1999,Vibrant Yellow,0
2000,Vibrant Yellow,0
2007,Vibrant Yellow,0
2008,Vibrant Yellow,0
2011,Vibrant Yellow,0
2013,Vibrant Yellow,0
2020,Vibrant Yellow,0
2022,Vibrant Yellow,587
2024,Vibrant Yellow,1307
1955,Earth Orange,0
1956,Earth Orange,0
1980,Earth Orange,0
1986,Earth Orange,20
1994,Earth Orange,46
1998,Earth Orange,83
2003,Earth Orange,126
1955,HO Tan,0
1956,HO Tan,0
1980,HO Tan,4
1986,HO Tan,4
1994,HO Tan,4
1998,HO Tan,4
2003,HO Tan,4
1955,HO Metallic Green,0
